1736781514.8500042,0,1,middle,0,0,0,0,0,0
1736781517.4013197,1,0,middle,1,False,0,0,0,0
1736781518.3944178,1,0,middle,0,no_response,incorrect,none,0,0
1736781520.4232228,1,0,middle,0,no_response,incorrect,none,0,2.0
1736781520.4234312,1,1,middle,0,no_response,incorrect,none,0,2.0
1736781524.811292,2,0,middle,1,False,incorrect,none,0,2.0
1736781525.804854,2,0,middle,0,no_response,incorrect,none,0,2.0
1736781527.8337698,2,0,middle,0,no_response,incorrect,none,0,2.0
1736781527.833932,2,1,middle,0,no_response,incorrect,none,0,2.0
1736781529.9317434,3,0,middle,1,False,incorrect,none,0,2.0
1736781530.9273357,3,0,middle,0,no_response,incorrect,none,0,2.0
1736781532.9533868,3,0,middle,0,no_response,incorrect,none,0,2.0
1736781532.9536357,3,1,middle,0,no_response,incorrect,none,0,2.0
1736781535.5002608,4,0,middle,1,False,incorrect,none,0,2.0
1736781536.0911336,4,0,middle,0,moved_wheel,correct,left,0,2.0
1736781537.0218973,4,0,middle,0,moved_wheel,correct,left,0,0.5
1736781537.022078,4,1,middle,0,moved_wheel,correct,left,0,0.5
1736781539.5684512,5,0,middle,1,False,correct,left,0,0.5
1736781539.8699517,5,0,middle,0,moved_wheel,correct,left,0,0.5
1736781540.62352,5,0,middle,0,moved_wheel,correct,left,0,0.5
1736781540.6238275,5,1,middle,0,moved_wheel,correct,left,0,0.5
1736781543.5101082,6,0,middle,1,False,correct,left,0,0.5
1736781543.7926588,6,0,middle,0,moved_wheel,correct,left,0,0.5
1736781544.5461931,6,0,middle,0,moved_wheel,correct,left,0,0.5
1736781544.5463603,6,1,middle,0,moved_wheel,correct,left,0,0.5
1736781546.7306786,7,0,middle,1,False,correct,left,0,0.5
1736781547.0419862,7,0,middle,0,moved_wheel,correct,left,0,0.5
1736781547.7957783,7,0,middle,0,moved_wheel,correct,left,0,0.5
1736781547.7959645,7,1,middle,0,moved_wheel,correct,left,0,0.5
1736781550.9772687,8,0,middle,1,False,correct,left,0,0.5
1736781551.2176154,8,0,middle,0,moved_wheel,correct,left,0,0.5
1736781551.9888766,8,0,middle,0,moved_wheel,correct,left,0,0.5
1736781551.989335,8,1,middle,0,moved_wheel,correct,left,0,0.5
1736781554.6375885,9,0,middle,1,False,correct,left,0,0.5
1736781554.9587262,9,0,middle,0,moved_wheel,correct,left,0,0.5
1736781555.7123125,9,0,middle,0,moved_wheel,correct,left,0,0.5
1736781555.71248,9,1,middle,0,moved_wheel,correct,left,0,0.5
1736781558.02854,10,0,middle,1,False,correct,left,0,0.5
1736781558.37392,10,0,middle,0,moved_wheel,correct,left,0,0.5
1736781559.1276207,10,0,middle,0,moved_wheel,correct,left,0,0.5
1736781559.1278088,10,1,middle,0,moved_wheel,correct,left,0,0.5
1736781561.343231,11,0,middle,1,False,correct,left,0,0.5
1736781561.6422803,11,0,middle,0,moved_wheel,correct,left,0,0.5
1736781562.395793,11,0,middle,0,moved_wheel,correct,left,0,0.5
1736781562.3959627,11,1,middle,0,moved_wheel,correct,left,0,0.5
1736781565.0169022,12,0,middle,1,False,correct,left,0,0.5
1736781565.2986672,12,0,middle,0,moved_wheel,correct,left,0,0.5
1736781566.0521915,12,0,middle,0,moved_wheel,correct,left,0,0.5
1736781566.0523608,12,1,middle,0,moved_wheel,correct,left,0,0.5
1736781569.4300263,13,0,middle,1,False,correct,left,0,0.5
1736781569.6765583,13,0,middle,0,moved_wheel,correct,left,0,0.5
1736781570.44198,13,0,middle,0,moved_wheel,correct,left,0,0.5
1736781570.442185,13,1,middle,0,moved_wheel,correct,left,0,0.5
1736781573.190691,14,0,middle,1,False,correct,left,0,0.5
1736781573.5059793,14,0,middle,0,moved_wheel,correct,left,0,0.5
1736781574.2601233,14,0,middle,0,moved_wheel,correct,left,0,0.5
1736781574.2603233,14,1,middle,0,moved_wheel,correct,left,0,0.5
1736781576.3352451,15,0,middle,1,False,correct,left,0,0.5
1736781576.6510122,15,0,middle,0,moved_wheel,correct,left,0,0.5
1736781577.4048057,15,0,middle,0,moved_wheel,correct,left,0,0.5
1736781577.4049861,15,1,middle,0,moved_wheel,correct,left,0,0.5
1736781579.6777349,16,0,middle,1,False,correct,left,0,0.5
1736781580.0041416,16,0,middle,0,moved_wheel,correct,left,0,0.5
1736781580.7580485,16,0,middle,0,moved_wheel,correct,left,0,0.5
1736781580.7582438,16,1,middle,0,moved_wheel,correct,left,0,0.5
1736781583.1993685,17,0,middle,1,False,correct,left,0,0.5
1736781583.5494907,17,0,middle,0,moved_wheel,correct,left,0,0.5
1736781584.3031192,17,0,middle,0,moved_wheel,correct,left,0,0.5
1736781584.3033106,17,1,middle,0,moved_wheel,correct,left,0,0.5
1736781587.0645068,18,0,middle,1,False,correct,left,0,0.5
1736781587.3359592,18,0,middle,0,moved_wheel,correct,left,0,0.5
1736781588.0895345,18,0,middle,0,moved_wheel,correct,left,0,0.5
1736781588.089704,18,1,middle,0,moved_wheel,correct,left,0,0.5
1736781590.3729322,19,0,middle,1,False,correct,left,0,0.5
1736781590.923419,19,0,middle,0,moved_wheel,correct,left,0,0.5
1736781591.8945236,19,0,middle,0,moved_wheel,correct,left,0,0.5
1736781591.8946884,19,1,middle,0,moved_wheel,correct,left,0,0.5
1736781594.44052,20,0,middle,1,False,correct,left,0,0.5
1736781594.9882383,20,0,middle,0,moved_wheel,correct,left,0,0.5
1736781595.9628234,20,0,middle,0,moved_wheel,correct,left,0,0.5
1736781595.9629865,20,1,middle,0,moved_wheel,correct,left,0,0.5
1736781598.121909,21,0,middle,1,False,correct,left,0,0.5
1736781598.4204133,21,0,middle,0,moved_wheel,correct,left,0,0.5
1736781599.1738558,21,0,middle,0,moved_wheel,correct,left,0,0.5
1736781599.1740198,21,1,middle,0,moved_wheel,correct,left,0,0.5
1736781601.6455657,22,0,middle,1,False,correct,left,0,0.5
1736781602.6413147,22,0,middle,0,no_response,incorrect,none,0,0.5
1736781604.6692848,22,0,middle,0,no_response,incorrect,none,0,2.0
1736781604.6694636,22,1,middle,0,no_response,incorrect,none,0,2.0
1736781611.3662622,23,0,middle,1,False,incorrect,none,0,2.0
1736781611.6592207,23,0,middle,0,moved_wheel,correct,left,0,2.0
1736781612.412884,23,0,middle,0,moved_wheel,correct,left,0,0.5
1736781612.4131007,23,1,middle,0,moved_wheel,correct,left,0,0.5
1736781614.56092,24,0,middle,1,False,correct,left,0,0.5
1736781615.5560918,24,0,middle,0,no_response,incorrect,none,0,0.5
1736781617.5840607,24,0,middle,0,no_response,incorrect,none,0,2.0
1736781617.5842514,24,1,middle,0,no_response,incorrect,none,0,2.0
1736781620.603175,25,0,middle,1,False,incorrect,none,0,2.0
1736781621.5985072,25,0,middle,0,no_response,incorrect,none,0,2.0
1736781623.6262927,25,0,middle,0,no_response,incorrect,none,0,2.0
1736781623.6264722,25,1,middle,0,no_response,incorrect,none,0,2.0
1736781625.810575,26,0,middle,1,False,incorrect,none,0,2.0
1736781625.8422263,26,0,middle,0,moved_wheel,correct,right,0,2.0
1736781626.8227735,26,0,middle,0,moved_wheel,correct,right,0,0.5
1736781626.8229582,26,1,middle,0,moved_wheel,correct,right,0,0.5
1736781628.9757247,27,0,middle,1,False,correct,right,0,0.5
1736781628.9898882,27,0,middle,0,moved_wheel,correct,left,0,0.5
1736781629.9873729,27,0,middle,0,moved_wheel,correct,left,0,0.5
1736781629.987556,27,1,middle,0,moved_wheel,correct,left,0,0.5
1736781632.534876,28,0,middle,1,False,correct,left,0,0.5
1736781632.8204489,28,0,middle,0,moved_wheel,correct,left,0,0.5
1736781633.5737514,28,0,middle,0,moved_wheel,correct,left,0,0.5
1736781633.5742624,28,1,middle,0,moved_wheel,correct,left,0,0.5
1736781635.7957823,29,0,middle,1,False,correct,left,0,0.5
1736781636.0008805,29,0,middle,0,moved_wheel,correct,left,0,0.5
1736781636.8075545,29,0,middle,0,moved_wheel,correct,left,0,0.5
1736781636.807721,29,1,middle,0,moved_wheel,correct,left,0,0.5
1736781639.1848552,30,0,middle,1,False,correct,left,0,0.5
1736781639.5317905,30,0,middle,0,moved_wheel,correct,left,0,0.5
1736781640.285485,30,0,middle,0,moved_wheel,correct,left,0,0.5
1736781640.28567,30,1,middle,0,moved_wheel,correct,left,0,0.5
1736781642.7517216,31,0,middle,1,False,correct,left,0,0.5
1736781643.0535896,31,0,middle,0,moved_wheel,correct,left,0,0.5
1736781643.8073072,31,0,middle,0,moved_wheel,correct,left,0,0.5
1736781643.8074887,31,1,middle,0,moved_wheel,correct,left,0,0.5
1736781645.973448,32,0,middle,1,False,correct,left,0,0.5
1736781646.2378943,32,0,middle,0,moved_wheel,correct,left,0,0.5
1736781646.9916394,32,0,middle,0,moved_wheel,correct,left,0,0.5
1736781646.9918232,32,1,middle,0,moved_wheel,correct,left,0,0.5
1736781649.320083,33,0,middle,1,False,correct,left,0,0.5
1736781649.5894144,33,0,middle,0,moved_wheel,correct,left,0,0.5
1736781650.3430943,33,0,middle,0,moved_wheel,correct,left,0,0.5
1736781650.343323,33,1,middle,0,moved_wheel,correct,left,0,0.5
1736781652.9650416,34,0,middle,1,False,correct,left,0,0.5
1736781653.2540636,34,0,middle,0,moved_wheel,correct,left,0,0.5
1736781654.0078208,34,0,middle,0,moved_wheel,correct,left,0,0.5
1736781654.0080004,34,1,middle,0,moved_wheel,correct,left,0,0.5
1736781656.327167,35,0,middle,1,False,correct,left,0,0.5
1736781656.627855,35,0,middle,0,moved_wheel,correct,left,0,0.5
1736781657.3813748,35,0,middle,0,moved_wheel,correct,left,0,0.5
1736781657.3815396,35,1,middle,0,moved_wheel,correct,left,0,0.5
1736781659.5600903,36,0,middle,1,False,correct,left,0,0.5
1736781659.9134235,36,0,middle,0,moved_wheel,correct,left,0,0.5
1736781660.6668873,36,0,middle,0,moved_wheel,correct,left,0,0.5
1736781660.667294,36,1,middle,0,moved_wheel,correct,left,0,0.5
1736781663.2139282,37,0,middle,1,False,correct,left,0,0.5
1736781663.5521462,37,0,middle,0,moved_wheel,correct,right,0,0.5
1736781664.3056412,37,0,middle,0,moved_wheel,correct,right,0,0.5
1736781664.3058102,37,1,middle,0,moved_wheel,correct,right,0,0.5
1736781666.608014,38,0,middle,1,False,correct,right,0,0.5
1736781666.9601855,38,0,middle,0,moved_wheel,correct,left,0,0.5
1736781667.713633,38,0,middle,0,moved_wheel,correct,left,0,0.5
1736781667.7138033,38,1,middle,0,moved_wheel,correct,left,0,0.5
1736781670.0440083,39,0,middle,1,False,correct,left,0,0.5
1736781670.4347913,39,0,middle,0,moved_wheel,correct,left,0,0.5
1736781671.1883254,39,0,middle,0,moved_wheel,correct,left,0,0.5
1736781671.1888106,39,1,middle,0,moved_wheel,correct,left,0,0.5
1736781673.811283,40,0,middle,1,False,correct,left,0,0.5
1736781674.145438,40,0,middle,0,moved_wheel,correct,left,0,0.5
1736781674.8989372,40,0,middle,0,moved_wheel,correct,left,0,0.5
1736781674.8991187,40,1,middle,0,moved_wheel,correct,left,0,0.5
1736781677.1289423,41,0,middle,1,False,correct,left,0,0.5
1736781677.552444,41,0,middle,0,moved_wheel,correct,left,0,0.5
1736781678.3060308,41,0,middle,0,moved_wheel,correct,left,0,0.5
1736781678.3062003,41,1,middle,0,moved_wheel,correct,left,0,0.5
1736781680.9660206,42,0,middle,1,False,correct,left,0,0.5
1736781681.2237668,42,0,middle,0,moved_wheel,correct,left,0,0.5
1736781681.9777014,42,0,middle,0,moved_wheel,correct,left,0,0.5
1736781681.9779246,42,1,middle,0,moved_wheel,correct,left,0,0.5
1736781684.524913,43,0,middle,1,False,correct,left,0,0.5
1736781684.903865,43,0,middle,0,moved_wheel,correct,left,0,0.5
1736781685.6574357,43,0,middle,0,moved_wheel,correct,left,0,0.5
1736781685.657611,43,1,middle,0,moved_wheel,correct,left,0,0.5
1736781688.410366,44,0,middle,1,False,correct,left,0,0.5
1736781688.6007836,44,0,middle,0,moved_wheel,correct,right,0,0.5
1736781689.422644,44,0,middle,0,moved_wheel,correct,right,0,0.5
1736781689.4228234,44,1,middle,0,moved_wheel,correct,right,0,0.5
1736781691.5746202,45,0,middle,1,False,correct,right,0,0.5
1736781691.8270893,45,0,middle,0,moved_wheel,correct,right,0,0.5
