1736781514.8584435,1
1736781514.8645935,0
1736781514.898415,1
1736781514.89856,0
1736781514.9328983,1
1736781514.9338477,0
1736781514.9674885,1
1736781514.967582,0
1736781515.00108,1
1736781515.0011718,0
1736781515.0346663,1
1736781515.0347586,0
1736781515.0682514,1
1736781515.0683424,0
1736781515.1018395,1
1736781515.1019428,0
1736781515.1354454,1
1736781515.1355405,0
1736781515.1690361,1
1736781515.1691284,0
1736781515.2026236,1
1736781515.2027175,0
1736781515.2362149,1
1736781515.2363076,0
1736781515.2698016,1
1736781515.2698946,0
1736781515.3033922,1
1736781515.3036888,0
1736781515.3372135,1
1736781515.3373046,0
1736781515.3708005,1
1736781515.3708925,0
1736781515.4043868,1
1736781515.4044795,0
1736781515.4379802,1
1736781515.4380717,0
1736781515.471564,1
1736781515.4716556,0
1736781515.5051494,1
1736781515.505241,0
1736781515.5387332,1
1736781515.538833,0
1736781515.5723243,1
1736781515.572416,0
1736781515.6059093,1
1736781515.606002,0
1736781515.6395237,1
1736781515.639617,0
1736781515.6731226,1
1736781515.6732566,0
1736781515.7067525,1
1736781515.7068453,0
1736781515.7403383,1
1736781515.7404296,0
1736781515.7739267,1
1736781515.7740204,0
1736781515.8075118,1
1736781515.8076031,0
1736781515.8410935,1
1736781515.8411853,0
1736781515.8746796,1
1736781515.874772,0
1736781515.9082704,1
1736781515.908363,0
1736781515.9418554,1
1736781515.9419475,0
1736781515.9754448,1
1736781515.9755373,0
1736781516.009033,1
1736781516.0091248,0
1736781516.042616,1
1736781516.0427084,0
1736781516.0762012,1
1736781516.0762935,0
1736781516.109791,1
1736781516.109892,0
1736781516.1433876,1
1736781516.143483,0
1736781516.1769738,1
1736781516.1770654,0
1736781516.2105603,1
1736781516.210652,0
1736781516.244144,1
1736781516.2442353,0
1736781516.2777276,1
1736781516.2778184,0
1736781516.3113124,1
1736781516.311405,0
1736781516.3448963,1
1736781516.3449883,0
1736781516.3784902,1
1736781516.3785949,0
1736781516.4120932,1
1736781516.4121943,0
1736781516.445687,1
1736781516.4457867,0
1736781516.4792793,1
1736781516.4793775,0
1736781516.5128698,1
1736781516.5129693,0
1736781516.546462,1
1736781516.546561,0
1736781516.580053,1
1736781516.5801442,0
1736781516.613645,1
1736781516.613739,0
1736781516.6472337,1
1736781516.6473346,0
1736781516.680826,1
1736781516.680925,0
1736781516.714424,1
1736781516.7145154,0
1736781516.7480092,1
1736781516.7481089,0
1736781516.781601,1
1736781516.7817,0
1736781516.815195,1
1736781516.815288,0
1736781516.8487797,1
1736781516.8488789,0
1736781516.8823717,1
1736781516.8824708,0
1736781516.9159691,1
1736781516.916061,0
1736781516.9495614,1
1736781516.9496613,0
1736781516.9831572,1
1736781516.9832957,0
1736781517.0167925,1
1736781517.0168903,0
1736781517.0503826,1
1736781517.0504813,0
1736781517.0839787,1
1736781517.0840743,0
1736781517.1175654,1
1736781517.117665,0
1736781517.151157,1
1736781517.1512551,0
1736781517.1847477,1
1736781517.1848462,0
1736781517.2183464,1
1736781517.218437,0
1736781517.2519286,1
1736781517.2520192,0
1736781517.2855186,1
1736781517.2856169,0
1736781517.3191173,1
1736781517.3192086,0
1736781517.3527067,1
1736781517.352798,0
1736781517.3862886,1
1736781517.3863795,0
1736781517.419878,1
1736781517.4199777,0
1736781517.4535193,1
1736781517.4536128,0
1736781517.4871068,1
1736781517.4871988,0
1736781517.520691,1
1736781517.5207815,0
1736781517.5542743,1
1736781517.554366,0
1736781517.5878592,1
1736781517.587952,0
