,timestamp,value
109,1736781529.3233097,1
110,1736781529.355799,1
111,1736781529.3882582,1
112,1736781529.4196146,1
113,1736781529.4523015,1
114,1736781529.4847443,1
115,1736781529.5173364,1
116,1736781529.5487547,1
117,1736781529.581196,1
118,1736781529.6134892,1
119,1736781529.6458795,1
120,1736781529.6782172,1
121,1736781529.7105303,1
122,1736781529.7428634,1
123,1736781529.7754087,1
124,1736781529.8077445,1
125,1736781529.8401666,1
126,1736781529.8714526,1
127,1736781529.9037774,1
128,1736781529.9363458,1
129,1736781529.9688673,1
130,1736781530.0014288,1
131,1736781530.033941,1
132,1736781530.065199,1
133,1736781530.0976284,1
134,1736781530.1300154,1
135,1736781530.162568,1
136,1736781530.195024,1
137,1736781530.2274222,1
138,1736781530.2591248,1
139,1736781530.291877,1
140,1736781530.324239,1
141,1736781530.355618,1
142,1736781530.3881495,1
143,1736781530.4205365,1
144,1736781530.453095,1
145,1736781530.4855452,1
146,1736781530.5169091,1
147,1736781530.5493844,1
148,1736781530.5818934,1
149,1736781530.6142426,1
150,1736781530.646611,1
151,1736781530.6791956,1
152,1736781530.7117047,1
153,1736781530.7429886,1
154,1736781530.7753532,1
155,1736781530.807743,1
156,1736781530.8401282,1
157,1736781530.8724968,1
158,1736781530.9048936,1
159,1736781530.937386,1
160,1736781530.968912,1
161,1736781531.0012226,1
162,1736781531.0336745,1
163,1736781531.066026,1
164,1736781531.0983207,1
165,1736781531.1306386,1
166,1736781531.1629913,1
167,1736781531.195294,1
168,1736781531.2277603,1
169,1736781531.260058,1
170,1736781531.292589,1
171,1736781531.3237967,1
172,1736781531.356097,1
173,1736781531.3885212,1
174,1736781531.420964,1
175,1736781531.4534554,1
176,1736781531.485819,1
177,1736781531.5181167,1
178,1736781531.550412,1
179,1736781531.5827985,1
180,1736781531.615154,1
181,1736781531.6475146,1
182,1736781531.678715,1
183,1736781531.7110128,1
184,1736781531.7433028,1
185,1736781531.7756848,1
186,1736781531.8079734,1
187,1736781531.8404186,1
188,1736781531.8729165,1
189,1736781531.9054103,1
190,1736781531.9377618,1
191,1736781531.9701445,1
192,1736781532.002452,1
193,1736781532.0348952,1
194,1736781532.0660737,1
195,1736781532.0983825,1
196,1736781532.1306949,1
197,1736781532.1630073,1
198,1736781532.195316,1
199,1736781532.2276711,1
200,1736781532.26003,1
201,1736781532.2925384,1
202,1736781532.3251002,1
203,1736781532.3577878,1
204,1736781532.3890378,1
205,1736781532.4215827,1
206,1736781532.4540408,1
207,1736781532.486424,1
208,1736781532.518752,1
209,1736781532.551114,1
210,1736781532.5835257,1
211,1736781532.6147292,1
212,1736781532.6471014,1
213,1736781532.6795056,1
214,1736781532.7118144,1
215,1736781532.744144,1
216,1736781532.776447,1
217,1736781532.8087304,1
218,1736781532.841319,1
219,1736781532.873779,1
220,1736781532.906119,1
221,1736781532.938436,1
222,1736781532.9702048,1
223,1736781533.002858,1
224,1736781533.0345042,1
225,1736781533.0669956,1
226,1736781533.0994494,1
227,1736781533.1319208,1
228,1736781533.163338,1
229,1736781533.1957548,1
230,1736781533.2281382,1
231,1736781533.2605922,1
232,1736781533.2931125,1
233,1736781533.325519,1
234,1736781533.3579376,1
235,1736781533.3893166,1
236,1736781533.4217985,1
237,1736781533.454212,1
238,1736781533.4867294,1
239,1736781533.5192575,1
240,1736781533.5517,1
241,1736781533.5829413,1
242,1736781533.6155512,1
243,1736781533.6479502,1
244,1736781533.680422,1
245,1736781533.712835,1
246,1736781533.7452247,1
247,1736781533.7765756,1
248,1736781533.8090155,1
249,1736781533.841468,1
250,1736781533.8738208,1
251,1736781533.9062328,1
252,1736781533.9387834,1
253,1736781533.971151,1
254,1736781534.002529,1
255,1736781534.0349083,1
256,1736781534.0672574,1
257,1736781534.0996442,1
258,1736781534.132083,1
259,1736781534.1645043,1
260,1736781534.196952,1
261,1736781534.2294266,1
262,1736781534.2606463,1
263,1736781534.293098,1
264,1736781534.3254497,1
265,1736781534.358026,1
266,1736781534.3903987,1
267,1736781534.4228415,1
268,1736781534.4552784,1
269,1736781534.4867702,1
270,1736781534.5191288,1
271,1736781534.5514724,1
272,1736781534.583774,1
273,1736781534.616145,1
274,1736781534.6484296,1
275,1736781534.6808271,1
276,1736781534.713286,1
277,1736781534.745621,1
278,1736781534.77809,1
279,1736781534.8092587,1
280,1736781534.8416734,1
281,1736781534.8741767,1
282,1736781534.9066792,1
283,1736781534.9390025,1
284,1736781534.9713445,1
285,1736781535.0030184,1
286,1736781535.0354104,1
287,1736781535.0677478,1
288,1736781535.1000788,1
289,1736781535.1324818,1
290,1736781535.1648123,1
291,1736781535.197341,1
292,1736781535.2297149,1
293,1736781535.262149,1
294,1736781535.2934415,1
295,1736781535.3259325,1
296,1736781535.358314,1
297,1736781535.3907516,1
298,1736781535.4232714,1
299,1736781535.455654,1
300,1736781535.487022,1
301,1736781535.5197475,1
302,1736781535.5521924,1
303,1736781535.5846388,1
304,1736781535.6170726,1
305,1736781535.6495135,1
306,1736781535.68073,1
307,1736781535.7131925,1
308,1736781535.7456982,1
309,1736781535.7780657,1
310,1736781535.8105948,1
311,1736781535.8429706,1
312,1736781535.875354,1
313,1736781535.9065812,1
314,1736781535.9390864,1
315,1736781535.9716313,1
316,1736781536.004011,1
317,1736781536.0357308,1
318,1736781536.068249,1
319,1736781536.1010458,1
320,1736781536.1326556,1
321,1736781536.1652093,1
322,1736781536.198037,1
323,1736781536.2304888,1
324,1736781536.2627711,1
325,1736781536.2939577,1
326,1736781536.3273616,1
327,1736781536.35924,1
328,1736781536.39073,1
329,1736781536.423164,1
330,1736781536.4556668,1
331,1736781536.488078,1
332,1736781536.520481,1
333,1736781536.553118,1
334,1736781536.5844457,1
335,1736781536.617167,1
336,1736781536.6497974,1
337,1736781536.6811466,1
338,1736781536.7137594,1
339,1736781536.7462182,1
340,1736781536.778628,1
341,1736781536.8109975,1
342,1736781536.8432906,1
343,1736781536.875577,1
344,1736781536.9081533,1
345,1736781536.939445,1
346,1736781536.9717696,1
347,1736781537.00414,1
348,1736781537.0363507,1
349,1736781537.069177,1
350,1736781537.1007392,1
351,1736781537.1333609,1
352,1736781537.1658208,1
353,1736781537.1983893,1
354,1736781537.2307703,1
355,1736781537.2631938,1
356,1736781537.2944343,1
357,1736781537.32688,1
358,1736781537.3592784,1
359,1736781537.3917837,1
360,1736781537.4242003,1
361,1736781537.456601,1
362,1736781537.4890745,1
363,1736781537.5203469,1
364,1736781537.5528138,1
365,1736781537.5852132,1
366,1736781537.6176991,1
367,1736781537.6501584,1
368,1736781537.682534,1
369,1736781537.7149923,1
370,1736781537.7463398,1
371,1736781537.77877,1
372,1736781537.8111353,1
373,1736781537.8435886,1
374,1736781537.8759732,1
375,1736781537.908636,1
376,1736781537.9399264,1
377,1736781537.9722965,1
378,1736781538.0046716,1
379,1736781538.037248,1
380,1736781538.069623,1
381,1736781538.1019902,1
382,1736781538.1344645,1
383,1736781538.1668966,1
384,1736781538.1981368,1
385,1736781538.230534,1
386,1736781538.2629306,1
387,1736781538.295359,1
388,1736781538.327803,1
389,1736781538.3601933,1
390,1736781538.3927412,1
391,1736781538.4239764,1
392,1736781538.4565094,1
393,1736781538.4888642,1
394,1736781538.5212522,1
395,1736781538.5531058,1
396,1736781538.5856082,1
397,1736781538.6178908,1
398,1736781538.6503134,1
399,1736781538.6826437,1
400,1736781538.7149415,1
401,1736781538.7473595,1
402,1736781538.7798016,1
403,1736781538.8121622,1
404,1736781538.8444307,1
405,1736781538.8767416,1
406,1736781538.9080725,1
407,1736781538.9403672,1
408,1736781538.9727695,1
409,1736781539.005221,1
410,1736781539.0375557,1
411,1736781539.0699418,1
412,1736781539.1022966,1
413,1736781539.1346014,1
414,1736781539.166941,1
415,1736781539.1993237,1
416,1736781539.231664,1
417,1736781539.2640224,1
418,1736781539.295464,1
419,1736781539.3279183,1
420,1736781539.3604033,1
421,1736781539.3928914,1
422,1736781539.4251907,1
423,1736781539.4575436,1
424,1736781539.4899886,1
425,1736781539.5223114,1
426,1736781539.5546954,1
427,1736781539.5861433,1
428,1736781539.6186748,1
429,1736781539.6510663,1
430,1736781539.683668,1
431,1736781539.715014,1
432,1736781539.7474508,1
433,1736781539.779953,1
434,1736781539.8125389,1
435,1736781539.845193,1
436,1736781539.8770022,1
437,1736781539.908851,1
438,1736781539.9417202,1
439,1736781539.9733715,1
440,1736781540.0059612,1
441,1736781540.038133,1
442,1736781540.0711424,1
443,1736781540.166748,1
444,1736781540.19913,1
445,1736781540.2325523,1
446,1736781540.2643683,1
447,1736781540.2970922,1
448,1736781540.3281794,1
449,1736781540.3608315,1
450,1736781540.3933182,1
451,1736781540.4256492,1
452,1736781540.4580886,1
453,1736781540.4906034,1
454,1736781540.5217762,1
455,1736781540.554492,1
456,1736781540.5869331,1
457,1736781540.6192782,1
458,1736781540.65141,1
459,1736781540.6845498,1
460,1736781540.7163403,1
461,1736781540.7477424,1
462,1736781540.7802448,1
463,1736781540.8127651,1
464,1736781540.8452418,1
465,1736781540.877727,1
466,1736781540.9102004,1
467,1736781540.9416294,1
468,1736781540.9740996,1
469,1736781541.0064893,1
470,1736781541.038921,1
471,1736781541.071335,1
472,1736781541.1027124,1
473,1736781541.1351829,1
474,1736781541.16768,1
475,1736781541.2001846,1
476,1736781541.231877,1
477,1736781541.2643807,1
478,1736781541.2968042,1
479,1736781541.329353,1
480,1736781541.3617578,1
481,1736781541.3942916,1
482,1736781541.4256265,1
483,1736781541.4580913,1
484,1736781541.4906173,1
485,1736781541.5230882,1
486,1736781541.5555563,1
487,1736781541.5868237,1
488,1736781541.619309,1
489,1736781541.6518202,1
490,1736781541.684347,1
491,1736781541.7167282,1
492,1736781541.7490747,1
493,1736781541.781642,1
494,1736781541.8128977,1
495,1736781541.8456297,1
496,1736781541.878126,1
497,1736781541.909592,1
498,1736781541.942277,1
499,1736781541.9746969,1
500,1736781542.007193,1
501,1736781542.039573,1
502,1736781542.072163,1
503,1736781542.1033862,1
504,1736781542.1358452,1
505,1736781542.1682568,1
506,1736781542.200634,1
507,1736781542.2330348,1
508,1736781542.2654457,1
509,1736781542.2978702,1
510,1736781542.329184,1
511,1736781542.3615465,1
512,1736781542.3938954,1
513,1736781542.4263525,1
514,1736781542.458855,1
515,1736781542.491547,1
516,1736781542.5239327,1
517,1736781542.555252,1
518,1736781542.587541,1
519,1736781542.6198132,1
520,1736781542.652285,1
521,1736781542.6846204,1
522,1736781542.7169118,1
523,1736781542.7492318,1
524,1736781542.7815526,1
525,1736781542.8139546,1
526,1736781542.8462815,1
527,1736781542.8787322,1
528,1736781542.9111314,1
529,1736781542.9434204,1
530,1736781542.9746585,1
531,1736781543.0072317,1
532,1736781543.0396533,1
533,1736781543.0721405,1
534,1736781543.1045785,1
535,1736781543.136864,1
536,1736781543.1691933,1
537,1736781543.2015083,1
538,1736781543.233891,1
539,1736781543.2652218,1
540,1736781543.2975006,1
541,1736781543.3299594,1
542,1736781543.362257,1
543,1736781543.3947494,1
544,1736781543.4271114,1
545,1736781543.4594874,1
546,1736781543.4917774,1
547,1736781543.5242028,1
548,1736781543.556691,1
549,1736781543.5879395,1
550,1736781543.6204717,1
551,1736781543.65317,1
552,1736781543.6858196,1
553,1736781543.717078,1
554,1736781543.7496068,1
555,1736781543.7823615,1
556,1736781543.813986,1
557,1736781543.8465507,1
558,1736781543.8793817,1
559,1736781543.9114783,1
560,1736781543.9437432,1
561,1736781543.975181,1
562,1736781544.0078468,1
563,1736781544.0408962,1
564,1736781544.0725305,1
565,1736781544.1050682,1
566,1736781544.1375992,1
567,1736781544.169799,1
568,1736781544.2020068,1
569,1736781544.2334173,1
570,1736781544.2659123,1
571,1736781544.2982645,1
572,1736781544.3306286,1
573,1736781544.3630416,1
574,1736781544.395411,1
575,1736781544.427922,1
576,1736781544.4602168,1
577,1736781544.492525,1
578,1736781544.5248938,1
579,1736781544.5571303,1
580,1736781544.5896113,1
581,1736781544.62173,1
582,1736781544.6531098,1
583,1736781544.6855783,1
584,1736781544.7181375,1
585,1736781544.750534,1
586,1736781544.7830107,1
587,1736781544.8144157,1
588,1736781544.846967,1
589,1736781544.879352,1
590,1736781544.911761,1
591,1736781544.9442396,1
592,1736781544.976803,1
593,1736781545.0080433,1
594,1736781545.040589,1
595,1736781545.0731516,1
596,1736781545.105767,1
597,1736781545.1373315,1
598,1736781545.1697583,1
599,1736781545.202278,1
600,1736781545.234812,1
601,1736781545.2672975,1
602,1736781545.298659,1
603,1736781545.33104,1
604,1736781545.3635285,1
605,1736781545.3957734,1
606,1736781545.42833,1
607,1736781545.4598453,1
608,1736781545.4923918,1
609,1736781545.5250049,1
610,1736781545.5574083,1
611,1736781545.5898662,1
612,1736781545.6212084,1
613,1736781545.6537018,1
614,1736781545.6862395,1
615,1736781545.7188034,1
616,1736781545.7512884,1
617,1736781545.7825985,1
618,1736781545.8150096,1
619,1736781545.847321,1
620,1736781545.8797426,1
621,1736781545.912082,1
622,1736781545.9444509,1
623,1736781545.9768798,1
624,1736781546.0092945,1
625,1736781546.041588,1
626,1736781546.0740423,1
627,1736781546.1054304,1
628,1736781546.1379132,1
629,1736781546.1702745,1
630,1736781546.2026136,1
631,1736781546.2350338,1
632,1736781546.2675042,1
633,1736781546.3000016,1
634,1736781546.331248,1
635,1736781546.3635874,1
636,1736781546.3960078,1
637,1736781546.4284155,1
638,1736781546.4607482,1
639,1736781546.4930918,1
640,1736781546.5254524,1
641,1736781546.5577486,1
642,1736781546.5901358,1
643,1736781546.6226325,1
644,1736781546.654934,1
645,1736781546.687382,1
646,1736781546.7185397,1
647,1736781546.7510078,1
648,1736781546.78346,1
649,1736781546.816084,1
650,1736781546.8485444,1
651,1736781546.8811398,1
652,1736781546.912381,1
653,1736781546.9447937,1
654,1736781546.977286,1
655,1736781547.009811,1
656,1736781547.0413935,1
657,1736781547.0744848,1
658,1736781547.106323,1
659,1736781547.1391482,1
660,1736781547.1707213,1
661,1736781547.2034488,1
662,1736781547.2352846,1
663,1736781547.2682652,1
664,1736781547.2998967,1
665,1736781547.332445,1
666,1736781547.3640883,1
667,1736781547.3968449,1
668,1736781547.4294808,1
669,1736781547.4609091,1
670,1736781547.4934845,1
671,1736781547.52607,1
672,1736781547.5584404,1
673,1736781547.5908873,1
674,1736781547.623326,1
675,1736781547.6546483,1
676,1736781547.687093,1
677,1736781547.7194123,1
678,1736781547.7518137,1
679,1736781547.7841153,1
680,1736781547.817873,1
681,1736781547.8484602,1
682,1736781547.8808856,1
683,1736781547.9134943,1
684,1736781547.9450457,1
685,1736781547.9776185,1
686,1736781548.0102189,1
687,1736781548.0426931,1
688,1736781548.0751247,1
689,1736781548.1064982,1
690,1736781548.138895,1
691,1736781548.1713283,1
692,1736781548.2037282,1
693,1736781548.2362373,1
694,1736781548.268912,1
695,1736781548.300278,1
696,1736781548.3326657,1
697,1736781548.3651123,1
698,1736781548.3976283,1
699,1736781548.4300077,1
700,1736781548.4624426,1
701,1736781548.4938717,1
702,1736781548.5263228,1
703,1736781548.558739,1
704,1736781548.5911622,1
705,1736781548.6236122,1
706,1736781548.65604,1
707,1736781548.6874454,1
708,1736781548.7200518,1
709,1736781548.7525873,1
710,1736781548.7851295,1
711,1736781548.8166163,1
712,1736781548.8491182,1
713,1736781548.8815603,1
714,1736781548.914179,1
715,1736781548.9456084,1
716,1736781548.9781303,1
717,1736781549.010884,1
718,1736781549.0432963,1
719,1736781549.0746727,1
720,1736781549.1072516,1
721,1736781549.139732,1
722,1736781549.1721387,1
723,1736781549.204602,1
724,1736781549.2370968,1
725,1736781549.2684257,1
726,1736781549.300807,1
727,1736781549.333167,1
728,1736781549.3657715,1
729,1736781549.3981442,1
730,1736781549.4305282,1
731,1736781549.462943,1
732,1736781549.495374,1
733,1736781549.526688,1
734,1736781549.5592034,1
735,1736781549.591534,1
736,1736781549.623958,1
737,1736781549.6565075,1
738,1736781549.6888845,1
739,1736781549.7201676,1
740,1736781549.7526126,1
741,1736781549.7849858,1
742,1736781549.817454,1
743,1736781549.8498874,1
744,1736781549.8823893,1
745,1736781549.9138212,1
746,1736781549.9468222,1
747,1736781549.979262,1
748,1736781550.011632,1
749,1736781550.0440376,1
750,1736781550.075346,1
751,1736781550.1081617,1
752,1736781550.1404853,1
753,1736781550.1728544,1
754,1736781550.205318,1
755,1736781550.2366447,1
756,1736781550.2691002,1
757,1736781550.3014646,1
758,1736781550.3339007,1
759,1736781550.3663044,1
760,1736781550.3986542,1
761,1736781550.4310622,1
762,1736781550.4634156,1
763,1736781550.4948936,1
764,1736781550.5271883,1
765,1736781550.559626,1
766,1736781550.5919266,1
767,1736781550.624407,1
768,1736781550.6568522,1
769,1736781550.689155,1
770,1736781550.7215905,1
771,1736781550.7538967,1
772,1736781550.786259,1
773,1736781550.817672,1
774,1736781550.8501177,1
775,1736781550.882428,1
776,1736781550.9149642,1
777,1736781550.9473825,1
778,1736781550.979932,1
779,1736781551.0112746,1
780,1736781551.043782,1
781,1736781551.0762718,1
782,1736781551.1089249,1
783,1736781551.1414187,1
784,1736781551.17269,1
785,1736781551.2054949,1
786,1736781551.2379603,1
787,1736781551.270183,1
788,1736781551.301968,1
789,1736781551.3341606,1
790,1736781551.367376,1
791,1736781551.399549,1
792,1736781551.4313984,1
793,1736781551.4630868,1
794,1736781551.4960315,1
795,1736781551.5277004,1
796,1736781551.56109,1
797,1736781551.593142,1
798,1736781551.624598,1
799,1736781551.6569557,1
800,1736781551.6894174,1
801,1736781551.721768,1
802,1736781551.7541091,1
803,1736781551.7864914,1
804,1736781551.8188596,1
805,1736781551.8513355,1
806,1736781551.8836515,1
807,1736781551.915076,1
808,1736781551.947438,1
809,1736781551.979801,1
810,1736781552.012523,1
811,1736781552.0455575,1
812,1736781552.076921,1
813,1736781552.1094046,1
814,1736781552.1419094,1
815,1736781552.173178,1
816,1736781552.205717,1
817,1736781552.2381723,1
818,1736781552.2706048,1
819,1736781552.3031502,1
820,1736781552.3345146,1
821,1736781552.3668952,1
822,1736781552.399287,1
823,1736781552.4317212,1
824,1736781552.464142,1
825,1736781552.4966571,1
826,1736781552.5291762,1
827,1736781552.5604217,1
828,1736781552.5929112,1
829,1736781552.625408,1
830,1736781552.6579318,1
831,1736781552.690301,1
832,1736781552.7227645,1
833,1736781552.7552826,1
834,1736781552.786494,1
835,1736781552.8190436,1
836,1736781552.851607,1
837,1736781552.8841164,1
838,1736781552.9166026,1
839,1736781552.947935,1
840,1736781552.9804215,1
841,1736781553.012894,1
842,1736781553.0453358,1
843,1736781553.0778294,1
844,1736781553.10911,1
845,1736781553.1416364,1
846,1736781553.17442,1
847,1736781553.2069674,1
848,1736781553.2384024,1
849,1736781553.2708416,1
850,1736781553.303288,1
851,1736781553.3359294,1
852,1736781553.3673234,1
853,1736781553.3997374,1
854,1736781553.4321373,1
855,1736781553.4645505,1
856,1736781553.4969604,1
857,1736781553.5294986,1
858,1736781553.5619235,1
859,1736781553.594542,1
860,1736781553.6259718,1
861,1736781553.6583774,1
862,1736781553.6906862,1
863,1736781553.7229855,1
864,1736781553.7553544,1
865,1736781553.7877345,1
866,1736781553.8202105,1
867,1736781553.8515184,1
868,1736781553.8838358,1
869,1736781553.9163935,1
870,1736781553.9487214,1
871,1736781553.981016,1
872,1736781554.0134351,1
873,1736781554.0458674,1
874,1736781554.078248,1
875,1736781554.1105924,1
876,1736781554.1430671,1
877,1736781554.174234,1
878,1736781554.2066169,1
879,1736781554.2389104,1
880,1736781554.271318,1
881,1736781554.3037164,1
882,1736781554.3360467,1
883,1736781554.3684535,1
884,1736781554.4007454,1
885,1736781554.433039,1
886,1736781554.4654088,1
887,1736781554.4978387,1
888,1736781554.530177,1
889,1736781554.5625656,1
890,1736781554.5948648,1
891,1736781554.6272426,1
892,1736781554.6587484,1
893,1736781554.691205,1
894,1736781554.7237089,1
895,1736781554.756122,1
896,1736781554.787542,1
897,1736781554.819924,1
898,1736781554.8522978,1
899,1736781554.8848276,1
900,1736781554.9171906,1
901,1736781554.9492218,1
902,1736781554.9812195,1
903,1736781555.013873,1
904,1736781555.0458095,1
905,1736781555.078846,1
906,1736781555.1102617,1
907,1736781555.1429756,1
908,1736781555.1757822,1
909,1736781555.2081254,1
910,1736781555.2396815,1
911,1736781555.2721891,1
912,1736781555.3045156,1
913,1736781555.3369863,1
914,1736781555.3694446,1
915,1736781555.401638,1
916,1736781555.4332843,1
917,1736781555.465787,1
918,1736781555.4984243,1
919,1736781555.5309289,1
920,1736781555.5621595,1
921,1736781555.5944462,1
922,1736781555.6268892,1
923,1736781555.6592448,1
924,1736781555.691788,1
925,1736781555.723795,1
926,1736781555.7568574,1
927,1736781555.7898812,1
928,1736781555.8211992,1
929,1736781555.8537197,1
930,1736781555.884995,1
931,1736781555.9174342,1
932,1736781555.9499407,1
933,1736781555.982369,1
934,1736781556.0147934,1
935,1736781556.0471554,1
936,1736781556.079596,1
937,1736781556.1109734,1
938,1736781556.143346,1
939,1736781556.1758409,1
940,1736781556.2082858,1
941,1736781556.2406747,1
942,1736781556.2731328,1
943,1736781556.304491,1
944,1736781556.3368351,1
945,1736781556.369322,1
946,1736781556.4019225,1
947,1736781556.4342678,1
948,1736781556.4667296,1
949,1736781556.4991524,1
950,1736781556.5304332,1
951,1736781556.5627687,1
952,1736781556.5952425,1
953,1736781556.6275842,1
954,1736781556.6600974,1
955,1736781556.692619,1
956,1736781556.7249925,1
957,1736781556.7573223,1
958,1736781556.7897654,1
959,1736781556.8210373,1
960,1736781556.8534613,1
961,1736781556.8858662,1
962,1736781556.9182332,1
963,1736781556.9505973,1
964,1736781556.9834273,1
965,1736781557.01505,1
966,1736781557.0473664,1
967,1736781557.0796876,1
968,1736781557.1120174,1
969,1736781557.144405,1
970,1736781557.1767542,1
971,1736781557.2091591,1
972,1736781557.2405534,1
973,1736781557.2731326,1
974,1736781557.30562,1
975,1736781557.3380013,1
976,1736781557.3703425,1
977,1736781557.4026637,1
978,1736781557.435033,1
979,1736781557.46744,1
980,1736781557.498675,1
981,1736781557.5313,1
982,1736781557.5638008,1
983,1736781557.596095,1
984,1736781557.6284451,1
985,1736781557.6608171,1
986,1736781557.693105,1
987,1736781557.725464,1
988,1736781557.7577498,1
989,1736781557.790146,1
990,1736781557.8225632,1
991,1736781557.853804,1
992,1736781557.8863523,1
993,1736781557.918836,1
994,1736781557.9511304,1
995,1736781557.983508,1
996,1736781558.01584,1
997,1736781558.0485115,1
998,1736781558.079721,1
999,1736781558.112229,1
1000,1736781558.1446276,1
1001,1736781558.1769943,1
1002,1736781558.2094457,1
1003,1736781558.241959,1
1004,1736781558.2744613,1
1005,1736781558.305752,1
1006,1736781558.338137,1
1007,1736781558.3705556,1
1008,1736781558.4028263,1
1009,1736781558.4356403,1
1010,1736781558.4672656,1
1011,1736781558.50026,1
1012,1736781558.5320606,1
1013,1736781558.5638552,1
1014,1736781558.596743,1
1015,1736781558.628683,1
1016,1736781558.6615283,1
1017,1736781558.6932898,1
1018,1736781558.726089,1
1019,1736781558.757763,1
1020,1736781558.7903872,1
1021,1736781558.8231285,1
1022,1736781558.8545585,1
1023,1736781558.8869295,1
1024,1736781558.9193954,1
1025,1736781558.9519212,1
1026,1736781558.9843116,1
1027,1736781559.0167916,1
1028,1736781559.0479949,1
1029,1736781559.0804963,1
1030,1736781559.112893,1
1031,1736781559.1457942,1
1032,1736781559.1777525,1
1033,1736781559.2102382,1
1034,1736781559.2416573,1
1035,1736781559.27425,1
1036,1736781559.306732,1
1037,1736781559.33927,1
1038,1736781559.3716943,1
1039,1736781559.4033568,1
1040,1736781559.4358733,1
1041,1736781559.4683924,1
1042,1736781559.499838,1
1043,1736781559.5322137,1
1044,1736781559.564639,1
1045,1736781559.597247,1
1046,1736781559.6296458,1
1047,1736781559.6621296,1
1048,1736781559.693484,1
1049,1736781559.725846,1
1050,1736781559.758314,1
1051,1736781559.7907107,1
1052,1736781559.823072,1
1053,1736781559.855441,1
1054,1736781559.887998,1
1055,1736781559.9203625,1
1056,1736781559.9528153,1
1057,1736781559.9841032,1
1058,1736781560.0165029,1
1059,1736781560.048865,1
1060,1736781560.0813017,1
1061,1736781560.113795,1
1062,1736781560.146134,1
1063,1736781560.1784928,1
1064,1736781560.210847,1
1065,1736781560.2431746,1
1066,1736781560.2747252,1
1067,1736781560.3073585,1
1068,1736781560.3398013,1
1069,1736781560.3722675,1
1070,1736781560.4045706,1
1071,1736781560.4358387,1
1072,1736781560.46816,1
1073,1736781560.5006442,1
1074,1736781560.5331693,1
1075,1736781560.5656266,1
1076,1736781560.5979133,1
1077,1736781560.6302474,1
1078,1736781560.66259,1
1079,1736781560.694878,1
1080,1736781560.7272854,1
1081,1736781560.759581,1
1082,1736781560.7908857,1
1083,1736781560.8233998,1
1084,1736781560.8557203,1
1085,1736781560.8880513,1
1086,1736781560.9203422,1
1087,1736781560.9528627,1
1088,1736781560.9853995,1
1089,1736781561.017723,1
1090,1736781561.0500598,1
1091,1736781561.0823534,1
1092,1736781561.1136503,1
